date,item_sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2012-12-01,9783.90322580645,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797,238.83118279569862,406.62513904338084,663.5038932146836,50.419354838710206,210.3870967741932
2013-01-01,9233.838709677419,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797,238.83118279569862,406.62513904338084,663.5038932146836,50.419354838710206
2013-02-01,10636.57142857143,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797,238.83118279569862,406.62513904338084,663.5038932146836
2013-03-01,10452.967741935483,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797,238.83118279569862,406.62513904338084
2013-04-01,9925.1,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797,238.83118279569862
2013-05-01,10069.612903225807,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017,88.36236559139797
2013-06-01,11098.766666666666,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203,933.5376344086017
2013-07-01,10859.58064516129,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356,-765.3763440860203
2013-08-01,11360.41935483871,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468,496.8709677419356
2013-09-01,11171.6,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169,-9.327956989247468
2013-10-01,10244.290322580646,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174,-763.8010752688169
2013-11-01,9717.166666666666,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512,-586.6322580645174
2013-12-01,9484.322580645161,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322,519.5032258064512
2014-01-01,9249.451612903225,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108,-550.0645161290322
2014-02-01,10039.75,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636,1402.7327188940108
2014-03-01,10226.677419354839,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826,-183.60368663594636
2014-04-01,10497.366666666667,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644,-527.8677419354826
2014-05-01,9910.516129032258,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596,144.51290322580644
2014-06-01,10541.0,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663,1029.1537634408596
2014-07-01,10607.09677419355,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204,-239.18602150537663
2014-08-01,10835.58064516129,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984,500.8387096774204
2014-09-01,10054.0,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546,-188.81935483870984
2014-10-01,9874.967741935483,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797,-927.3096774193546
2014-11-01,9674.7,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506,-527.1236559139797
2014-12-01,9266.354838709678,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356,-232.84408602150506
2015-01-01,9702.741935483871,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746,-234.8709677419356
2015-02-01,10671.035714285714,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839,790.2983870967746
2015-03-01,10472.064516129032,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278,186.927419354839
2015-04-01,10627.633333333333,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092,270.6892473118278
2015-05-01,10812.774193548386,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424,-586.8505376344092
2015-06-01,10879.266666666666,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921,630.4838709677424
2015-07-01,11209.90322580645,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406,66.09677419354921
2015-08-01,11135.90322580645,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898,228.4838709677406
2015-09-01,10594.466666666667,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517,-781.5806451612898
2015-10-01,10776.225806451614,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226,-179.032258064517
2015-11-01,10123.8,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227,-200.26774193548226
2015-12-01,9870.354838709678,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932,-408.3451612903227
2016-01-01,10380.322580645161,509.967741935483,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426,436.3870967741932
2016-02-01,11314.137931034482,933.8153503893209,509.967741935483,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157,968.2937788018426
2016-03-01,11086.258064516129,-227.87986651835308,933.8153503893209,509.967741935483,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301,-198.97119815668157
2016-04-01,11240.866666666667,154.608602150538,-227.87986651835308,933.8153503893209,509.967741935483,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318,155.568817204301
2016-05-01,12032.636363636364,791.7696969696972,154.608602150538,-227.87986651835308,933.8153503893209,509.967741935483,-253.44516129032127,-652.4258064516143,181.75913978494646,-541.4365591397836,-74.0,330.63655913978437,66.49247311828003,185.14086021505318
